VmhNames,MetNames,MetaNetX,CHEBI,HMDB,SwissLipids,VMH,InChIkey,InChIkey2D
CE5144,(11Z)-3-oxoicosenoyl-CoA,MNXM163188,74011,,SLM:000000586,CE5144,ASKKPQKSCFYPPP-FVLDFCIYSA-J,ASKKPQKSCFYPPP
CE5148,3-Hydroxyicos-11-enoyl-CoA,MNXM1524475,,HMDB0301349,,CE5148,PREOMQKNJXWCLZ-UHFFFAOYSA-N,PREOMQKNJXWCLZ
CE5150,"(2E,11Z)-eicosadienoyl-CoA",MNXM145820,76388,,,CE5150,LAECEUXZOONXDY-NWGWHIGPSA-J,LAECEUXZOONXDY
CE5151,(11Z)-eicosenoyl-CoA,MNXM1103876,74069,,SLM:000000591,CE5151,ZDRKXADSROCWCG-FVLDFCIYSA-J,ZDRKXADSROCWCG
CE5152,(13Z)-3-oxodocosenoyl-CoA,MNXM145938,74070,,SLM:000000592,CE5152,TWKFVJBYYSLPHE-SPZFTOIUSA-J,TWKFVJBYYSLPHE
CE5153,3(S)-hydroxy-13cis-docosenoyl-CoA,MNXM163173,,,,CE5153,FIPHCVZAQUEADL-CBHKYYIOSA-J,FIPHCVZAQUEADL
CE5154,"(2E,13Z)-docosadienoyl-CoA",MNXM145968,76391,,,CE5154,UYOUIGJQABBRNN-IGGPOGQHSA-J,UYOUIGJQABBRNN
CE5155,(13Z)-docosenoyl-CoA,MNXM1103851,74068,HMDB0062217,SLM:000000593,CE5155,OWGHRDKRIGXBJM-SPZFTOIUSA-J,OWGHRDKRIGXBJM
CE5156,(15Z)-3-oxotetracosenoyl-CoA,MNXM145943,74071,,SLM:000000594,CE5156,OYATWRUGHUAXMW-YVBAAGQKSA-J,OYATWRUGHUAXMW
CE5157,3(S)-hydroxy-cis-15-tetracosaenoyl-CoA,MNXM163174,,,,CE5157,SOQFCYAWKYIIHN-RNATUXINSA-J,SOQFCYAWKYIIHN
CE5158,"(2E,15Z)-tetracosadienoyl-CoA",MNXM145973,76393,,,CE5158,VXYLAQGCUVCPNJ-KXWYWQGCSA-J,VXYLAQGCUVCPNJ
CE5160,3-oxo-cis-9-octadecenoyl-CoA,MNXM1529856,,,,CE5160,AVEYYKDEKGJVBU-UHFFFAOYSA-J,AVEYYKDEKGJVBU
CE5161,3(S)-hydroxy-cis-9-octadecenoyl-CoA,MNXM1529857,,,,CE5161,LHAYYTCFPMUQNR-UHFFFAOYSA-J,LHAYYTCFPMUQNR
CE5162,"(2E,9Z)-octadecadienoyl-CoA",MNXM1101947,77553,,SLM:000389517,CE5162,REOYMONHGHULEY-PPSVNWDXSA-J,REOYMONHGHULEY
CE5166,25(S)-trihydroxycoprostanoyl-CoA,MNXM1529858,,,,CE5166,MNYDLIUNNOCPHG-ZQYBMACZSA-J,MNYDLIUNNOCPHG
CE5168,"(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl CoA",MNXM1365486,,,,CE5168,PXHZOQNODUPJKC-UHFFFAOYSA-J,PXHZOQNODUPJKC
CE5169,"3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA",MNXM1104105,58507,,SLM:000399873,CE5169,AWLXQJGPNLCTLM-YFXOTMPNSA-J,AWLXQJGPNLCTLM
CE5178,5-Oxo-6-trans-leukotriene B4,MNXM38280,192149,HMDB0012824,,CE5178,MLZJFLKEKVDNAZ-BEWISGCMSA-N,MLZJFLKEKVDNAZ
CE5179,"6,7-dihydro-5-oxo-leukotriene B4",MNXM1107222,,,,CE5179,RUTQOBJLGHUCJC-GOSISDBHSA-M,RUTQOBJLGHUCJC
CE5236,O2'-4a-cyclic-tetrahydrobiopterin,MNXM65212,168788,HMDB0013031,,CE5236,JZTDUNXDDUJXRZ-UPYOWCHBSA-N,JZTDUNXDDUJXRZ
CE5239,2-hydroxy-17beta-estradiol-4-S-glutathione,MNXM1529859,,,,CE5239,RCTUXLCVWTYQMR-RCJYCJBHSA-M,RCTUXLCVWTYQMR
CE5240,2-hydroxyestrone-4-s-glutathione,MNXM35159,185105,HMDB0012624,,CE5240,ZKSQMGPMDHYFMB-GEAYSQNSSA-N,ZKSQMGPMDHYFMB
CE5241,2-hydroxy-17beta-estradiol-1-S-glutathione,MNXM1529860,,,,CE5241,RJWRZPLAJHOFTD-BLWYOORKSA-M,RJWRZPLAJHOFTD
CE5242,2-hydroxyestrone-1-S-glutathione,MNXM35158,,HMDB0012623,,CE5242,DGWRLJJHHOOYBF-DVFAMAHMSA-M,DGWRLJJHHOOYBF
CE5243,4-hydroxy-17beta-estradiol-2-S-glutathione,MNXM1529861,,,,CE5243,ARFSXJIGVSWGDY-RCJYCJBHSA-M,ARFSXJIGVSWGDY
CE5244,4-hydroxyestrone-2-S-glutathione,MNXM37530,,HMDB0012780,,CE5244,UKCFCQKNUGHMIT-GEAYSQNSSA-M,UKCFCQKNUGHMIT
CE5249,"17beta-Estradiol-3,4-quinone",MNXM150262,174035,HMDB0060085,,CE5249,XVPUMLOTNZVTSL-BLNOFITASA-N,XVPUMLOTNZVTSL
CE5250,"17beta-Estradiol-2,3-quinone",MNXM150261,174034,HMDB0060084,,CE5250,LBSRSXWOMYPVBY-LRDWQAQRSA-N,LBSRSXWOMYPVBY
CE5251,"estra-1,5(10)-diene-3,4,17-trione",MNXM737719,87263,HMDB0012942,,CE5251,REMSDZFYMQQJFD-QDTBLXIISA-N,REMSDZFYMQQJFD
CE5252,"Estrone-2,3-quinone",MNXM737717,,HMDB0012941,,CE5252,WFPLOQDPWXNOST-PEDDLLMLSA-N,WFPLOQDPWXNOST
CE5253,"17beta-estradiol-3,4-semiquinone",MNXM1547210,,,,CE5253,,
CE5254,"17beta-estradiol-2,3-semiquinone",MNXM1547211,,,,CE5254,,
CE5255,"estrone-3,4-semiquinone",MNXM1547212,,,,CE5255,,
CE5256,"estrone-2,3-semiquinone",MNXM1547213,,,,CE5256,,
CE5272,"3,4-dihydro-1,4-benzothiazine-3-carboxylate",MNXM1529862,,,,CE5272,ACUWXAUSGNGBKQ-RNFRBKRXSA-M,ACUWXAUSGNGBKQ
CE5274,"3,5-dihydroxy-3,4-dihydro-1,4-benzothiazine",MNXM1529863,,,,CE5274,SPQSSVXRGGWWIP-VJSCVCEBSA-N,SPQSSVXRGGWWIP
CE5276,dopamine quinone,MNXM5727,167191,HMDB0012219,,CE5276,PQPXZWUZIOASKS-UHFFFAOYSA-O,PQPXZWUZIOASKS
CE5277,Aminochrome o-semiquinone,MNXM152198,173245,HMDB0060279,,CE5277,SUOKBNMHVMNQDG-UHFFFAOYSA-N,SUOKBNMHVMNQDG
CE5278,Dopachrome o-semiquinone,MNXM737524,,HMDB0012931,,CE5278,YHAPBGUGQAHLME-ZCFIWIBFSA-L,YHAPBGUGQAHLME
CE5304,15-deoxy-PGD2,MNXM1529864,,,,CE5304,QUGBPWLPAUHDTI-DNPKKGGRSA-N,QUGBPWLPAUHDTI
CE5305,"3(S),6(R)-dihydroxy-tetradec-8Z-enoate",MNXM1529865,,,,CE5305,OUPAWBIIPPCTBK-BAGCDHRJSA-M,OUPAWBIIPPCTBK
CE5306,"3(S),8(S)-dihydroxy-6E,10Z-hexadecadienoate",MNXM1529872,,,,CE5318,XUYMRSHCNSDJAN-CZIHZLPVSA-M,XUYMRSHCNSDJAN
CE5307,"3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate",MNXM728925,,HMDB0062359,,CE5307,DASVGFACDRAZQR-CKBRMXFCSA-M,DASVGFACDRAZQR
CE5308,"(6R,8Z)-6-Hydroxy-3-oxotetradecenoic acid",MNXM728935,169032,HMDB0062363,,CE5308,JVEAMJNRAYIMIF-DGMVEKRQSA-N,JVEAMJNRAYIMIF
CE5309,"3-oxo-8(R)-hydroxy-hexadeca-6E,10Z-dienoate",MNXM1529866,,,,CE5309,NWVJXHCRPZDUPG-BQGCWICQSA-M,NWVJXHCRPZDUPG
CE5310,"(4R,6Z)-4-hydroxydodec-6-enoic acid",MNXM747406,143993,,,CE5310,CEFZHZYOVDYOOX-ZADCQDASSA-N,CEFZHZYOVDYOOX
CE5311,"6(R)-hydroxy-tetradeca-2E,4E,8Z-trienoate",MNXM1529867,,,,CE5311,QUFPURXOBLGZGX-WOIQIYMZSA-M,QUFPURXOBLGZGX
CE5312,"6(R)-hydroxy-tetradeca-2E,8Z-dienoate",MNXM1529868,,,,CE5312,VQWQOPHSYMUQTK-OWXLQUNNSA-M,VQWQOPHSYMUQTK
CE5313,"6(R)-hydroxy-tetradeca-4E,8Z-dienoate",MNXM1529869,,,,CE5313,YUXIINYOKQBAER-BQGCWICQSA-M,YUXIINYOKQBAER
CE5314,"8(S)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate",MNXM1529878,,,,CE5326,TVMLJOGNECRAAY-AWTGQPBESA-M,TVMLJOGNECRAAY
CE5315,"8(S)-hydroxy-hexadeca-2E,6E,10Z-trienoate",MNXM1529879,,,,CE5327,IJVWUUQYBXXWDO-JZRBGYMBSA-M,IJVWUUQYBXXWDO
CE5316,"8(R)-hydroxy-hexadeca-4E,6E,10Z-trienoate",MNXM1529870,,,,CE5316,KBOVKDIBOBQLRS-OAHLLOKOSA-M,KBOVKDIBOBQLRS
CE5317,"3(S),6(S)-dihydroxy-tetradec-8Z-enoate",MNXM1529871,,,,CE5317,OUPAWBIIPPCTBK-SREVYHEPSA-M,OUPAWBIIPPCTBK
CE5318,"3(S),8(S)-dihydroxy-6E,10Z-hexadecadienoate",MNXM1529872,,,,CE5318,XUYMRSHCNSDJAN-CZIHZLPVSA-M,XUYMRSHCNSDJAN
CE5319,"3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate",MNXM728925,,HMDB0062359,,CE5307,DASVGFACDRAZQR-CKBRMXFCSA-M,DASVGFACDRAZQR
CE5320,3-oxo-6(S)-hydroxy-tetradec-8Z-enoate,MNXM1529873,,,,CE5320,JVEAMJNRAYIMIF-SREVYHEPSA-M,JVEAMJNRAYIMIF
CE5321,"(6E,8S,10Z)-8-hydroxy-3-oxohexadecadienoic acid",MNXM728937,,HMDB0062366,,CE5321,NWVJXHCRPZDUPG-FFLDHUCJSA-N,NWVJXHCRPZDUPG
CE5322,4(S)-hydroxy-dodec-6Z-enoate,MNXM1529874,,,,CE5322,CEFZHZYOVDYOOX-SREVYHEPSA-M,CEFZHZYOVDYOOX
CE5323,"6(S)-hydroxy-tetradeca-2E,4E,8Z-trienoate",MNXM1529875,,,,CE5323,QUFPURXOBLGZGX-XCSFDSRXSA-M,QUFPURXOBLGZGX
CE5324,"6(S)-hydroxy-tetradeca-2E,8Z-dienoate",MNXM1529876,,,,CE5324,VQWQOPHSYMUQTK-IYNHQRNQSA-M,VQWQOPHSYMUQTK
CE5325,"6(S)-hydroxy-tetradeca-4E,8Z-dienoate",MNXM1529877,,,,CE5325,YUXIINYOKQBAER-YZPANATGSA-M,YUXIINYOKQBAER
CE5326,"8(S)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate",MNXM1529878,,,,CE5326,TVMLJOGNECRAAY-AWTGQPBESA-M,TVMLJOGNECRAAY
CE5327,"8(S)-hydroxy-hexadeca-2E,6E,10Z-trienoate",MNXM1529879,,,,CE5327,IJVWUUQYBXXWDO-JZRBGYMBSA-M,IJVWUUQYBXXWDO
CE5328,"8(R)-hydroxy-hexadeca-4E,6E,10Z-trienoate",MNXM1529870,,,,CE5316,KBOVKDIBOBQLRS-OAHLLOKOSA-M,KBOVKDIBOBQLRS
CE5329,"3(S),12(S)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA",MNXM1529880,,,,CE5329,MTOULHSNAKRXGD-WOYIFJRUSA-J,MTOULHSNAKRXGD
CE5331,"3,5-dioxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA",MNXM1529881,,,,CE5331,KPSNLEVFRZBSQC-OSRTXOTBSA-J,KPSNLEVFRZBSQC
CE5337,"3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA",MNXM1529882,,,,CE5337,SVVDPRGQCCIAMF-SVPQEHNISA-J,SVVDPRGQCCIAMF
CE5341,"5-oxo-12(S)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA",MNXM1529883,,,,CE5341,SCEIHBUXWIZVRQ-XSGRWGTLSA-J,SCEIHBUXWIZVRQ
CE5342,"5-oxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA",MNXM1529884,,,,CE5342,SMWLNBURDHTIJO-YIEZQOHUSA-J,SMWLNBURDHTIJO
CE5343,"6,7-dihydro-5-oxo-12-epi-LTB4",MNXM1107223,175293,HMDB0012839,,CE5343,RUTQOBJLGHUCJC-ATHKOCGESA-N,RUTQOBJLGHUCJC
CE5344,"3(S),12(R)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA",MNXM1529885,,,,CE5344,MTOULHSNAKRXGD-BCPNWBSKSA-J,MTOULHSNAKRXGD
CE5345,"3,5-dioxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA",MNXM1529886,,,,CE5345,KPSNLEVFRZBSQC-SUTKDUPCSA-J,KPSNLEVFRZBSQC
CE5346,"3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA",MNXM1529887,,,,CE5346,SVVDPRGQCCIAMF-XEPDSHRQSA-J,SVVDPRGQCCIAMF
CE5347,"5-oxo-12(R)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA",MNXM1529888,,,,CE5347,SCEIHBUXWIZVRQ-DYHXTPRWSA-J,SCEIHBUXWIZVRQ
CE5348,"5-oxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA",MNXM1529889,,,,CE5348,SMWLNBURDHTIJO-HOVBENQVSA-J,SMWLNBURDHTIJO
CE5349,5-oxo-6E-12-epi-leukotriene B4,MNXM162807,,,,CE5349,MLZJFLKEKVDNAZ-GOSISDBHSA-M,MLZJFLKEKVDNAZ
CE5350,"6,7-dihydro-12-epi-LTB4",MNXM38446,187440,HMDB0012838,,CE5350,ZMZNVSWCIRFLBV-GRXSAWGRSA-N,ZMZNVSWCIRFLBV
CE5352,"6,7-dihydro-leukotriene B4",MNXM164366,,,,CE5352,ZMZNVSWCIRFLBV-MOPGFXCFSA-M,ZMZNVSWCIRFLBV
CE5456,(R)-2-hydroxy-4-methylpentanoate,MNXM1106763,55535,HMDB0000624,,2hxic_L,LVRFTAZAXQPQHI-RXMQYKEDSA-M,LVRFTAZAXQPQHI
CE5525,12-Oxo-20-carboxy-leukotriene B4,MNXM33276,172594,HMDB0012550,,CE5525,VLMCDTMNMDDMLC-NZXMSVEXSA-N,VLMCDTMNMDDMLC
CE5526,13-oxy radical-octadecadienoate,MNXM1381642,,,,CE5526,ZJQRAPFDSKMILQ-CLOOOTJHSA-M,ZJQRAPFDSKMILQ
CE5527,"12,13-epoxylinoleic acid radical",MNXM1547214,,,,CE5527,,
CE5528,"12,13-epoxy-9-alkoxy-10E-octadecenoate",MNXM1382244,,,,CE5528,,
CE5530,"(25R)-cholest-5-en-3beta,7alpha,26-triol",MNXM1364872,76592,HMDB0006281,SLM:000399822,CE5530,RXMHNAKZMGJANZ-GNENNHQYSA-N,RXMHNAKZMGJANZ
CE5531,12-oxo-c-LTB3,MNXM1529890,,,,CE5531,ZFHPYBQKHVEFHO-UHFFFAOYSA-L,ZFHPYBQKHVEFHO
CE5533,"9,11-cycloperoxy-15-hydroperoxy-5Z,13E-eicosadienoate",MNXM1529891,,,,CE5533,SGUKUZOVHSFKPH-CPXGPPCQSA-M,SGUKUZOVHSFKPH
CE5534,"9,11-cycloperoxy-5-hydroperoxy-6E,14Z-eicosadienoate",MNXM1529892,,,,CE5534,QPLJAGNIJZAPRJ-QHIRMHHVSA-M,QPLJAGNIJZAPRJ
CE5535,"9R-hydroperoxy(5Z,7E,11Z,14Z)-eicosatetraenoate",MNXM10458,77913,,SLM:000501346,CE5535,LIYCOTUUWOESJK-AZFZJQGOSA-M,LIYCOTUUWOESJK
CE5536,Adrenochrome,MNXM1374816,166544,,,CE5536,RPHLQSHHTJORHI-UHFFFAOYSA-N,RPHLQSHHTJORHI
CE5537,"11R-hydroperoxy-(5Z,8Z,12E,14Z)-eicosatetraenoate",MNXM1094912,82628,HMDB0004696,SLM:000389761,CE5537,PCGWZQXAGFGRTQ-WXMXURGXSA-M,PCGWZQXAGFGRTQ
CE5538,Noradrenochrome,MNXM64900,173732,HMDB0013030,,CE5538,PTQNKGWWIYGAAE-UHFFFAOYSA-N,PTQNKGWWIYGAAE
CE5541,Adrenochrome o-semiquinone,MNXM735504,,HMDB0012883,,CE5541,YNKQTALYBHMWCC-UHFFFAOYSA-M,YNKQTALYBHMWCC
CE5542,Noradrenochrome o-semiquinone,MNXM739194,,HMDB0013029,,CE5542,OHRTXTGCGQYCMB-UHFFFAOYSA-M,OHRTXTGCGQYCMB
CE5544,5-S-glutathionyl-dopachrome hydroquinone,MNXM164350,,,,CE5544,OKIPDFKDQBFUGS-IEBDPFPHSA-L,OKIPDFKDQBFUGS
CE5545,5-S-glutathionyl-aminochrome reduced,MNXM151428,,HMDB0060086,,CE5545,OWLBFEJNNSEXED-KOLCDFICSA-M,OWLBFEJNNSEXED
CE5546,5-S-glutathionyl-adrenochrome hydroquinone,MNXM164349,,,,CE5546,UMHIHIHOPWDCAG-RLBMWQAVSA-M,UMHIHIHOPWDCAG
CE5547,5-S-glutathionyl-noradrenochrome hydroquinone,MNXM164353,,,,CE5547,XTLRYYYPDRZRCW-HTDYCOQPSA-M,XTLRYYYPDRZRCW
CE5586,dehydrospermidine,MNXM4697,58732,HMDB0012925,,CE5586,YAVLYBVKPXLZEQ-UXBLZVDNSA-Q,YAVLYBVKPXLZEQ
CE5588,deoxyhypusine,MNXM49098,50038,HMDB0011150,,CE5588,PGPFBXMCOQNMJO-VIFPVBQESA-N,PGPFBXMCOQNMJO
CE5591,4-OH-13-cis-retinal,MNXM164316,,,,CE5591,CYVVUYORRQQAQE-YNTLPHATSA-N,CYVVUYORRQQAQE
CE5592,4-OH-9-cis-retinal,MNXM164317,,,,CE5592,CYVVUYORRQQAQE-PTUYJDPBSA-N,CYVVUYORRQQAQE
CE5593,4-OH-Retinal,MNXM37693,191486,HMDB0012788,,CE5593,NCIHLRCJOBKKAL-ZBSJWCJSSA-N,NCIHLRCJOBKKAL
CE5594,all-trans-retinoate,MNXM1365894,35291,HMDB0001852,SLM:000485669,CE5594,SHGAZHPCJJPHSC-YCNIQYBTSA-M,SHGAZHPCJJPHSC
CE5626,Salsolinol 1-carboxylate,MNXM81437,179177,HMDB0013068,,CE5626,XHGLVMDBZZZXDP-NSHDSACASA-N,XHGLVMDBZZZXDP
CE5627,Salsoline-1-carboxylate,MNXM81436,174215,HMDB0013067,,CE5627,CJEFWISJWQNPSZ-GFCCVEGCSA-N,CJEFWISJWQNPSZ
CE5629,"1,2-Dehydrosalsolinol",MNXM32113,178978,HMDB0012490,,CE5629,DWHSGRLKLUGKOU-UHFFFAOYSA-N,DWHSGRLKLUGKOU
CE5643,peroxynitrite,MNXM6378,25941,HMDB0002179,,CE5643,CMFNMSMUKZHDEY-UHFFFAOYSA-M,CMFNMSMUKZHDEY
CE5652,4-Oxo-9-Cis-Retinal,MNXM1529893,,,,CE5652,PLILDISEFZJECC-NXTBRRCASA-N,PLILDISEFZJECC
CE5653,4-oxo-9-cis-retinoate,MNXM163202,,,,CE5653,YOFBBAJVETYSCH-UHFFFAOYSA-M,YOFBBAJVETYSCH
CE5654,4-Oxo-13-cis-retinoate,MNXM37697,197184,HMDB0012789,,CE5654,YOFBBAJVETYSCH-IWRFDTMXSA-N,YOFBBAJVETYSCH
CE5655,13'-hydroxy-gama-tocopherol,MNXM33319,,HMDB0012561,,CE5655,QNBPVJMQPAQXML-SLGTZZLGSA-N,QNBPVJMQPAQXML
CE5656,lipoyl-AMP,MNXM1104314,55451,HMDB0059635,,CE5656,QWEGOCJRZOKSOE-NLJBGGCZSA-N,QWEGOCJRZOKSOE
CE5661,15-oxo-lipoxin A4,MNXM734315,,HMDB0012590,,CE5661,KMQGFEBCBYXSPZ-LGJFVLQCSA-M,KMQGFEBCBYXSPZ
CE5662,"13,14-dihydro-15-oxo-lipoxin A4",MNXM734282,,HMDB0012564,,CE5662,FPRPRBFSKMFXRV-HJGGDGFVSA-M,FPRPRBFSKMFXRV
CE5663,"(5S,6R,15S)-trihydroxy-(7E,9E,11Z)-eicosatrienoate",MNXM734280,78329,,SLM:000389598,CE5663,WRFBDEURXXFJRY-ZREXUFMBSA-M,WRFBDEURXXFJRY
CE5665,leukoaminochrome,MNXM741777,74683,HMDB0012992,,CE5665,VGSVNUGKHOVSPK-UHFFFAOYSA-N,VGSVNUGKHOVSPK
CE5698,"1,4-Benzothiazine-O-quinonimine",MNXM32341,184282,HMDB0012491,,CE5698,NANJICKTJNNTGA-RNFRBKRXSA-N,NANJICKTJNNTGA
CE5700,12-hydroperoxyeicosatetraenoate glyceryl ester,MNXM164054,,,,CE5700,DRKQAMJEQFTELM-NRFANRHFSA-N,DRKQAMJEQFTELM
CE5708,15-Oxo-Prostaglandin E2-Glyceryl Ester,MNXM1529894,,,,CE5708,WDMGABUYFVXRQW-IJBNWPONSA-N,WDMGABUYFVXRQW
CE5718,11'-Carboxy-gamma-chromanol,MNXM33076,179141,HMDB0012517,,CE5718,IITULCXNOMOXAH-YYULODDRSA-N,IITULCXNOMOXAH
CE5719,9'-Carboxy-gamma-chromanol,MNXM1119333,156199,,,CE5719,ODQOKHVJIYTOQE-NXHTTZLHSA-N,ODQOKHVJIYTOQE
CE5721,7'-Carboxy-gamma-chromanol,MNXM1386480,189982,,,CE5721,JFXDIXKMINYLIK-ZUOKHONESA-N,JFXDIXKMINYLIK
CE5723,"(2R)-5-[(2R)-6-hydroxy-2,7,8-trimethyl-3,4-dihydro-2H-chromen-2-yl]-2-methylpentanoic acid",MNXM745623,138782,,,CE5723,CNGKBUHOCIWLHJ-ADLMAVQZSA-N,CNGKBUHOCIWLHJ
CE5726,Prostaglandin PGE2 1-glyceryl ester,MNXM1529895,,,,CE5726,RJXVYMMSQBYEHN-MYSPPMOWSA-N,RJXVYMMSQBYEHN
CE5727,Prostaglandin PGE2 3-glyceryl ester,MNXM168924,,,,CE5727,RJXVYMMSQBYEHN-KFXKMLOZSA-N,RJXVYMMSQBYEHN
CE5730,Prostaglandin PGB2 glyceryl ester,MNXM168923,,,,CE5730,FHFHTYWWDZUGTL-IBGZPJMESA-N,FHFHTYWWDZUGTL
CE5747,N-retinylidene-N-retinylethanolamine,MNXM1547215,,,,CE5747,WPWFMRDPTDEJJA-FAXVYDRBSA-N,WPWFMRDPTDEJJA
CE5752,iso-A2E(13-cis),MNXM1547216,,,,CE5752,WPWFMRDPTDEJJA-FAXVYDRBSA-N,WPWFMRDPTDEJJA
CE5753,Iso-A2E(9'-cis),MNXM168013,,,,CE5753,WPWFMRDPTDEJJA-UHFFFAOYSA-N,WPWFMRDPTDEJJA
CE5754,Iso-A2E(9'-cis),MNXM168013,,,,CE5753,WPWFMRDPTDEJJA-UHFFFAOYSA-N,WPWFMRDPTDEJJA
CE5755,Iso-A2E(9-cis),MNXM729786,,HMDB0060194,,CE5755,WPWFMRDPTDEJJA-AUFVBXNPSA-N,WPWFMRDPTDEJJA
CE5756,all-trans-retinoyl-1-O-(beta-D-glucuronate),MNXM1365041,139181,HMDB0003141,,13_cis_retnglc,MTGFYEHKPMOVNE-NEFMKCFNSA-M,MTGFYEHKPMOVNE
CE5757,4-oxo-9-cis-retinoyl-beta-glucuronide,MNXM1529896,,,,CE5757,XEIKLAKHCVSUMR-UHFFFAOYSA-M,XEIKLAKHCVSUMR
CE5775,Iso-A2E(9'-cis),MNXM168013,,,,CE5753,WPWFMRDPTDEJJA-UHFFFAOYSA-N,WPWFMRDPTDEJJA
CE5776,Iso-A2E(9'-cis),MNXM168013,,,,CE5753,WPWFMRDPTDEJJA-UHFFFAOYSA-N,WPWFMRDPTDEJJA
CE5782,Somatostatin,MNXM1529897,,,,CE5782,NHXLMOGPVYXJNR-FMGBKAQLSA-N,NHXLMOGPVYXJNR
CE5783,Somatostatin fragment 3-14,MNXM82431,,HMDB0013071,,CE5783,TZTLCJNYBHBVBN-DZCACUQDSA-N,TZTLCJNYBHBVBN
CE5786,kinetensin,MNXM1105076,147364,HMDB0012988,,CE5786,PANUJGMSOSQAAY-IHXGQVBNSA-P,PANUJGMSOSQAAY
CE5787,Kinetensin 1-3,MNXM744507,174809,,,CE5787,JXUGDUWBMKIJDC-MMWGEVLESA-N,JXUGDUWBMKIJDC
CE5788,Kinetensin 1-7,MNXM738590,,,,CE5788,QMQIVQMAYCBWNH-BKRGGBFWSA-P,QMQIVQMAYCBWNH
CE5789,kinetensin 1-8,MNXM1529898,,,,CE5789,KLNGALQMFAURPH-DCLZXSHISA-N,KLNGALQMFAURPH
CE5791,D-Arginyl-L-histidyl-D-prolyl-D-tyrosyl-L-phenylalanine,MNXM744508,177829,,,CE5791,CCANVONJZOLPKG-MJXUZWQSSA-N,CCANVONJZOLPKG
CE5794,Neuromedin B,MNXM1364891,,HMDB0013018,,CE5794,YPFNACALNKVZNK-ICQOWDAWSA-N,YPFNACALNKVZNK
CE5795,Neuromedin B (1-3),MNXM64493,174895,HMDB0013016,,CE5795,JVWPPCWUDRJGAE-JGVFFNPUSA-N,JVWPPCWUDRJGAE
CE5796,"(2R,3R)-2-{[(2R)-2-{[(2R)-2-amino-1-hydroxy-3-(1H-indol-3-yl)propylidene]amino}-1-hydroxypropylidene]amino}-3-hydroxy-N-({[(1R)-1-{[(1S)-1-{[(1R)-1-(C-hydroxycarbonimidoyl)-3-(methylsulfanyl)propyl]-C-hydroxycarbonimidoyl}-2-phenylethyl]-C-hydroxycarbonimidoyl}-2-(1H-imidazol-5-yl)ethyl]-C-hydroxycarbonimidoyl}methyl)butanimidic acid",MNXM1103727,184987,HMDB0013017,,CE5796,MVOFLIKDVHKCBK-FVNKCRITSA-N,MVOFLIKDVHKCBK
CE5797,Neuromedin N,MNXM1103729,,HMDB0013022,,CE5797,NSLIVCMCAULZET-WFJLUAAKSA-N,NSLIVCMCAULZET
CE5798,Neuromedin N (1-4),MNXM64500,176195,HMDB0013021,,CE5798,SKGLAZSLOGYCCA-PEFXOJROSA-N,SKGLAZSLOGYCCA
CE5799,glycinamide,MNXM18177,42843,HMDB0062472,,CE5799,BEBCJVAWIBVWNZ-UHFFFAOYSA-N,BEBCJVAWIBVWNZ
CE5800,Oxytocin-1-8,MNXM1547217,,,,CE5800,,
CE5815,20-hydroxy-5S-HETE,MNXM164163,,,,CE5815,IWYJGYZCHKEPCK-IBGZPJMESA-M,IWYJGYZCHKEPCK
CE5820,Histidyl-prolinamide,MNXM1364294,,,,CE5820,BVQMQRWLLWQCLL-IENPIDJESA-O,BVQMQRWLLWQCLL
CE5828,"5,9,11-trihydroxyprosta-6E,14Z-dien-1-oate",MNXM1529899,,,,CE5828,RZCPXIZGLPAGEV-WBNUXMMRSA-M,RZCPXIZGLPAGEV
CE5829,5-HT-moduline,MNXM166552,,,,CE5829,IMIVWAUMTAIVPJ-MQYQWHSLSA-N,IMIVWAUMTAIVPJ
CE5835,8alpha-hydroxytocopherone,MNXM166711,,,,CE5835,RGHRSULFYHBXJZ-CBKONRTBSA-N,RGHRSULFYHBXJZ
CE5837,"7,8-epoxy-8alpha-hydroperoxytocopherone",MNXM1529900,,,,CE5837,VVOOFISPFGUBEC-UHFFFAOYSA-N,VVOOFISPFGUBEC
